iter	RMSE
0	136.4614103
1	134.0785632
2	132.0097676
3	129.5503026
4	127.3530196
5	125.5205751
6	123.4898066
7	121.8274084
8	119.8961627
9	118.3134715
10	116.7232612
11	114.847574
12	113.1148386
13	111.5699738
14	109.8734013
15	108.4087441
16	106.8644927
17	105.4271747
18	104.0721383
19	102.7152129
20	101.4555609
21	100.117522
22	98.89326389
23	97.57300306
24	96.56174226
25	95.31688662
26	94.07665974
27	92.97198369
28	91.83776422
29	90.69787291
30	89.496226
31	88.91451038
32	88.036676
33	86.99278972
34	86.09475852
35	85.17833089
36	84.31931303
37	83.38798127
38	82.46148501
39	81.51392211
40	80.61315044
41	79.79009994
42	79.41437722
43	78.52314723
44	77.77692904
45	77.08425797
46	76.22186037
47	75.54354726
48	74.79010158
49	74.25852743
50	73.60804655
51	72.87591153
52	72.43686315
53	71.82935095
54	71.03419044
55	70.22399683
56	69.80901065
57	69.08888409
58	68.75878991
59	68.43410062
60	67.8323805
61	67.23682129
62	66.71635461
63	66.10603777
64	65.66088581
65	65.17940979
66	64.51354488
67	63.98413638
68	63.54379869
69	63.13388791
70	62.51037692
71	62.09936965
72	61.82327361
73	61.28492064
74	60.88037347
75	60.54997877
76	59.91688646
77	59.61734308
78	59.15135758
79	58.90735349
80	58.47180266
81	58.1682733
82	57.84586678
83	57.43932495
84	57.18356599
85	56.80741063
86	56.42750196
87	56.04475935
88	55.61150075
89	55.34962296
90	55.079511
91	54.65542846
92	54.15479696
93	53.7359198
94	53.22534096
95	52.90776192
96	52.61087601
97	52.33008858
98	51.95037999
99	51.714565
100	51.24154695
101	50.86651454
102	50.49881849
103	50.21853402
104	49.99053709
105	49.77273897
106	49.38449305
107	49.05842265
108	48.7192395
109	48.51143881
110	48.2975718
111	47.90034474
112	47.58394226
113	47.3727524
114	47.04735413
115	46.78216454
116	46.50726174
117	46.18114602
118	45.84493011
119	45.6578308
120	45.43603974
121	45.22297503
122	44.95440144
123	44.76860906
124	44.5351515
125	44.25800405
126	43.94441946
127	43.74891566
128	43.51243546
129	43.29781677
130	43.02176857
131	42.80318603
132	42.59650443
133	42.41933721
134	42.1523833
135	41.96171565
136	41.74391891
137	41.54573134
138	41.28782221
139	41.05287615
140	40.86483792
141	40.68662177
142	40.49084977
143	40.29433363
144	40.15157166
145	39.94423818
146	39.8112008
147	39.59470562
148	39.39105395
149	39.22012033
150	39.08758188
151	38.86969538
152	38.73928507
153	38.6000777
154	38.43633669
155	38.28492926
156	38.16040071
157	37.96619572
158	37.76174443
159	37.63214314
160	37.43500543
161	37.25841261
162	37.09902781
163	36.93666207
164	36.82280505
165	36.6854602
166	36.55183031
167	36.41192729
168	36.29343809
169	36.11986829
170	35.99687732
171	35.87683794
172	35.76118694
